row_number,source file,offset,classification,target_korean,raw_length,raw_sha256,raw_hex,review_status
2471,C2/SC0A1.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,28,507064BDD0DA94C843BDAC6372E01383656533ED387E254E42A47291EB508273,63 93 23 1D 22 6A 37 1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2473,C2/SC0A1.DAT,0x46EA4,선택지,전투?|예|그만,21,9F70AB89FD672AC0595A45126FD3990E69A938C9E64AE40A10BD23F191D0508E,40 55 26 A7 E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2474,C2/SC0A1.DAT,0x46F00,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",31,21A9E3C2EE23F6339AB9661FF79D3F935B1C8FED8E85BB1E56EB0797EF24E78E,63 93 23 1D 22 49 54 24 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2475,C2/SC0A1.DAT,0x46F66,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,29,92042DBE44E9ADACFB6C9C57585D43D28B9A83FDBB1B2703B01062C9BF03B482,63 93 23 1D 22 2A 1B 1B 1C 20 1D 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2476,C2/SC0A1.DAT,0x46FCA,선택지,괜찮나?|예|그만둔다,21,53F5EB22FE61C0817E4AB5969DC8456F8C1B885E1DB811F1E958A24765C7F435,1B 1B 20 3C E6 01 E5 03 28 1B E6 01 E5 03 40 29 75 39 40 51 22,
2477,C2/SC0A1.DAT,0x47026,선택지,어떻게 할까?|싸운다|그만둔다,24,092451FDD7FFE02116170EF6FBDD5FD6FEABB863833C56DF01DCE16463CBBF2F,54 26 1E 3D 26 20 4C E6 01 E5 03 40 22 E6 01 E5 03 40 29 75 39 40 51 22,
2480,C2/SC0B6.DAT,0x45CD4,B검수필요,승리 10회를 달성하신 분께는 특별한 상품을 드립니다. 힘내 주십시오.,47,C9AD4A5D4C1A0E1D14D99BCCEFB7D51D757564FD45F9FF9E966EB93F69DB1564,D5 DE 89 9E DE D7 12 11 9E 1C C4 23 28 24 E6 01 4B 73 29 36 26 32 1E 1B DE 69 DE 2B 2A 79 DD 3D 1B 27 2B 37 E6 01 2A 2D 58 29 21 70 3A 1B 37,needs_human_review
2501,C2/SC0B6.DAT,0x463DC,B검수필요,1000회까지 앞으로 회입니다. 포기하지 말고 힘내 주십시오.,35,0460842E61AF05FEA05008A1B4BF29047F39495D015916E2929123E033A3E389,12 11 11 11 9E 27 30 1C 2E 39 E8 21 9E 30 2B 37 E6 01 3F 44 33 51 1D 1B 30 24 2A 2D 58 29 21 70 3A 1B 37,needs_human_review
2503,C2/SC0B6.DAT,0x4648E,빌드대기,10회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,50,2FB79B893C3D90C442CEB303AF5DA43715B41C1E266079A3E0F63DACA065A17C,12 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2504,C2/SC0B6.DAT,0x464F8,선택지,|넘치는 과실|큰 폭탄|약화의 구슬|부활의 약,51,F1966A60A19E1B96138CBCBB219062719FC1586C1E417220080D4AA995330EF2,E5 03 5B 6D 1D DD 7D 22 DD 1F DE 37 5A E6 01 E5 03 5B 50 44 1B DD 41 DE 06 5A E6 01 E5 03 5B DD ED 39 1C DE EF 5A E6 01 E5 03 5B DD 2C DE 49 1C DD 58 5A,
2509,C2/SC0B6.DAT,0x466A0,B검수필요,약화의 구슬을 손에 넣었다.,15,4EA2DD7281670BD91C55F9FD989817135D0C65D95BC80737FA6DDF14EEA867A7,5B DD ED 39 1C DE EF 5A 2F 87 23 1B 32 1F 37,needs_human_review
2514,C2/SC0B6.DAT,0x4681A,빌드대기,20회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,50,8450CBE79F5368084E82A1CE50AEFE3730D19BB48E12A2455DD6E74E5F1702E9,13 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2515,C2/SC0B6.DAT,0x46884,선택지,|힘의 열매|파로의 열매|생명의 나무 열매|마력의 샘,48,FA7D079BE16570503E77837C73BDEEA15AE9214BC753EAFD8B92069250A94295,E5 03 5B 4B 20 33 1C DE 37 5A E6 01 E5 03 5B A3 A2 1C DE 37 5A E6 01 E5 03 5B 1B 1C 4B 1C DF 0A 1C DE 37 5A E6 01 E5 03 5B DD 1B 61 1C DF 2B 5A,
2518,C2/SC0B6.DAT,0x46990,B검수필요,파로의 열매를 손에 넣었다.,14,969A0E41B6B1CB317542906C1C6A76970E56FF387A6EB42BE102A5A07985316B,5B A3 A2 1C DE 37 5A 2F 87 23 1B 32 1F 37,needs_human_review
2520,C2/SC0B6.DAT,0x46A24,B검수필요,생명의 나무 열매를 손에 넣었다.,18,AA0EBDEC5E6B936FAC5B90EB9E5C32E478109C6C8E8A17FFA90E66AC63B6CB5F,5B 1B 1C 4B 1C DF 0A 1C DE 37 5A 2F 87 23 1B 32 1F 37,needs_human_review
2525,C2/SC0B6.DAT,0x46BA0,빌드대기,40회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,50,A520CF8DF3FA2F409F8729D8A11199B08B90067B83D3B420B736440F1790CEFA,15 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2526,C2/SC0B6.DAT,0x46C0A,선택지,|얼음의 수호|불꽃의 수호|마법의 카트|질풍의 반다나,51,0EC11ABAA0E084593A862629017FD07544BF5FF795E2EA191BC0B51DFCCA4A4B,E5 03 5B DF 14 1C DD 1E 39 5A E6 01 E5 03 5B BF 1C DD 1E 39 5A E6 01 E5 03 5B DD 1B DD 51 1C BC 31 95 5A E6 01 E5 03 5B 1E 29 DE B5 26 1C AF 34 67 7C 5A,
2529,C2/SC0B6.DAT,0x46D1A,B검수필요,불꽃의 수호를 손에 넣었다.,14,DB9DC12ECA64B232BFA5B512C768269CCF40792657269104352668C68C58152C,5B BF 1C DD 1E 39 5A 2F 87 23 1B 32 1F 37,needs_human_review
2536,C2/SC0B6.DAT,0x46F2E,빌드대기,80회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,50,2F801B0C1A2C819BDD784B825DC9B2660A7E5097110236577ED006B74AED2819,19 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2547,C2/SC0B6.DAT,0x472B4,빌드대기,120회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,51,1934FBDBE0BA251A7DA27881EA086DE4A02F67098DF87AD1E42AC18AA5179C3B,12 13 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2552,C2/SC0B6.DAT,0x47446,빌드대기,160회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,51,3B5A377DAAC3ABECC62230AF6F6229C599673569EFC252038FBC34FC58181A01,12 17 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2553,C2/SC0B6.DAT,0x474B2,선택지,|파워 리스트|하이퍼 부츠|치유의 부적|조개껍데기,50,8B0F220BB315052D3A97FDE40951E5B04014113297A4AFB301AFD123C5EF4D35,E5 03 5B A3 DD A0 31 6B 47 5C 5A E6 01 E5 03 5B DD A2 65 A3 31 C9 31 DF 01 5A E6 01 E5 03 5B 1B 40 1E 1C 3B DD 1E 39 5A E6 01 E5 03 5B DF 50 2A 33 5A,
2560,C2/SC0B6.DAT,0x476F0,B검수필요,조개껍데기를 손에 넣었다.,13,375C0D23EEEADE1F5FA88761AFF08C99D56465895E9F4CECE2EC62DB837D7CB3,5B DF 50 2A 33 5A 2F 87 23 1B 32 1F 37,needs_human_review
2563,C2/SC0B6.DAT,0x477D2,빌드대기,200회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,51,4FEF59A042F0F809CC55052BB98BD03BE3E776C73C1CBA34944962F0F1AC9E0B,13 11 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2564,C2/SC0B6.DAT,0x47838,선택지,|환상의 장갑,11,939555624A2648EFF345B6B2C2F8989C335B3EAED4E7F991A1F89F8FA37E3A14,E6 01 E5 03 5B DD F2 1C 2E 21 5A,
2565,C2/SC0B6.DAT,0x4787C,빌드대기,환상의 장갑을 손에 넣었다.,14,8141127E831C98F2A09D1173079AA6F739A6A77117503E7F544A884176F6A6BC,5B DD F2 1C 2E 21 5A 2F 87 23 1B 32 1F 37,
2568,C2/SC0B6.DAT,0x47960,빌드대기,1000회째 승리를 기려 선물이 있습니다. 다음 상품 중에서 고르십시오.,52,0824AE9D3D917EE263D2ABE056CD0B237A7F68108853C2BA6F93A76EC862316A,12 11 11 11 9E AC 1C D5 DE 89 2F 44 4C 2D 1E 21 E6 01 DD 55 6F DD F8 34 5C 2A 79 DD 3D 1B 27 2B 37 E6 01 DD 2A 1C DD DA DE 2B 20 33 3B DE 0A 99 70 3A 1B 37,
2572,C2/SC0B6.DAT,0x47AA0,B검수필요,약화의 구슬을 손에 넣었다.,15,4EA2DD7281670BD91C55F9FD989817135D0C65D95BC80737FA6DDF14EEA867A7,5B DD ED 39 1C DE EF 5A 2F 87 23 1B 32 1F 37,needs_human_review
2575,C2/SC0B6.DAT,0x47B72,B검수필요,파로의 열매를 손에 넣었다.,14,969A0E41B6B1CB317542906C1C6A76970E56FF387A6EB42BE102A5A07985316B,5B A3 A2 1C DE 37 5A 2F 87 23 1B 32 1F 37,needs_human_review
2576,C2/SC0B6.DAT,0x47BB6,B검수필요,생명의 나무 열매를 손에 넣었다.,18,AA0EBDEC5E6B936FAC5B90EB9E5C32E478109C6C8E8A17FFA90E66AC63B6CB5F,5B 1B 1C 4B 1C DF 0A 1C DE 37 5A 2F 87 23 1B 32 1F 37,needs_human_review
2579,C2/SC0B6.DAT,0x47C8A,B검수필요,불꽃의 수호를 손에 넣었다.,14,DB9DC12ECA64B232BFA5B512C768269CCF40792657269104352668C68C58152C,5B BF 1C DD 1E 39 5A 2F 87 23 1B 32 1F 37,needs_human_review
2589,C2/SC0B6.DAT,0x47F4E,B검수필요,조개껍데기를 손에 넣었다.,13,375C0D23EEEADE1F5FA88761AFF08C99D56465895E9F4CECE2EC62DB837D7CB3,5B DF 50 2A 33 5A 2F 87 23 1B 32 1F 37,needs_human_review
2590,C2/SC0B6.DAT,0x47F92,빌드대기,환상의 장갑을 손에 넣었다.,14,8141127E831C98F2A09D1173079AA6F739A6A77117503E7F544A884176F6A6BC,5B DD F2 1C 2E 21 5A 2F 87 23 1B 32 1F 37,
2591,C2/SC0B6.DAT,0x47FD6,B검수필요,바이올렛 레이서를 손에 넣었다.,19,77A38135E32AE5ABA07540745B8FD398F76B72CFDA3ED44FA39EC75B2E9DD238,5B AF 65 8F 6F 82 5C 6F 31 77 31 5A 2F 87 23 1B 32 1F 37,needs_human_review
2593,C2/SC0B6.DAT,0x48064,빌드대기,이제 상품은 없습니다만 힘내 주십시오.,26,63469BD3126A37DBFF75DDEF9D571497579ACD410C1CB7D459AFF4EEAE807F80,38 26 DE 69 DE 2B 28 3F 39 27 59 2D 2A E6 01 2A 2D 58 29 21 70 3A 1B 37 E4 3D,
2598,C2/SC0C1.DAT,0x48B40,빌드대기,일단 내 수집품에 더해 두겠네,20,2FDD1D1F78D1B19132C7CA70D4CCB31ED3E8BA22CA6DE276A777AC6132A39B17,36 39 3F 46 8C 43 1E 1C D1 6F 4E 60 69 34 23 AA 46 22 6A 1B,
2600,C2/SC0C1.DAT,0x48BDE,빌드대기,소환수 헤모지를 손에 넣었습니다,21,C111FB45086519FBD9A58F8AFFB613FCB68D6B70E19450CBCCC261B55F740887,DD 78 DD 7B DE 6E 5B DD 3B 5F 7F 31 5A 2F 87 23 86 32 27 1E 1F,
2665,D/SD031.DAT,0x45B3E,빌드대기,그렇다. 너희를 이끌 살아 있는 기록이지.,30,717B103BDE6FB45A2C2D57FB3511E98D6DD071B5AFCB308066FDA39EF37E37E2,1B 20 23 38 37 E6 01 43 1E 2A 3B 27 46 33 2F 6D 4B 99 3E DD 1C 44 1F DD 07 DD F5 4A 48 37,
2679,D/SD031.DAT,0x45FDA,빌드대기,아라라토스에서 왔어!,9,3CEEF1C491FD6CBCE456344A033D692760F2D581F57FA22BF9DFB9BB5B3E12C6,42 57 57 5C 47 20 33 35 02,
2685,D/SD031.DAT,0x46190,빌드대기,이 바보 놈!!,6,69AA35354FE7E4B757E7CA150214F9B3646CEA487907EDF7EAF4BA61C0DA2D18,58 20 38 2D 02 02,
2687,D/SD031.DAT,0x46226,빌드대기,그럼 엄청난 마법을 쓸 수 있겠네.,21,594987D435F8B39A674D5E243F16041961DA3A6E0E59684DA6EC15A10B10C638,4A 48 A1 24 38 1C 2B 79 1B DD 1B DD 51 2A DD 33 46 22 2D 35 37,
2689,D/SD031.DAT,0x462BC,빌드대기,어딘가 믿음직하지 않네...,15,12FE9A42F1B79F1E71E001FD594C26C6323C197B5C372E5B389DB9348EFFA562,1D 2D 20 DD 91 39 1D 1B 43 4C DF 61 DF 61 37,
2692,D/SD031.DAT,0x463DA,빌드대기,어라? 이 돌은 뭐였더라...,26,82F8E8120480148670091D1032F29D0B816B89093D015D32C94F5B590228714C,28 21 3C E4 1F E6 01 2E 1C 94 28 1D 2D 35 29 1F 4A 48 55 26 DF 61 DF 61 E4 3D,
2718,E5/SE05A.DAT,0x48894,빌드대기,제법인걸. 이제 용서 안 해! 받아라!,28,0C3DC6C8864263E66CF313FE071E3180451887C8612A5F64A88ED8425A6D8834,1D 20 1D 20 40 22 43 4C 24 E6 01 38 26 DD 04 22 3A 1D 1B 43 02 E4 3D 46 1B 02 E4 3D,
2817,F/SF081.DAT,0x479EC,빌드대기,부하: 우리가 사는 다운타운도 근사하게 보이잖아요.,33,84EAF27BC10AFC51F114F1F3B2389FE7F04DD99F4F3ADBB38106141F799EDE4D,DD D1 B2 25 E6 01 AD 83 2A DD 67 2D 30 22 67 71 34 62 71 34 35 29 21 39 29 75 23 6D 46 4B 27 26 37,
2859,F/SF0E1.DAT,0x47B56,빌드대기,장로: 정령들은 모두 비밀을 품고 있습니다. 그것은 이 세계의 비밀입니다.,45,CA2889774B8D5429D91DAB488D633F112DBA933173CE9F8C42CBEBCC248B8FBA,D4 A8 25 E6 01 4D 4F 83 28 6D 1D DE 30 6D 2F 20 20 46 21 3B 39 27 2B 37 E6 01 E4 3D 41 32 28 2E 1C CE DD 12 1C DE 30 6D 1D 1C 30 2B 37,
