id,status,severity,finding,evidence,next_action,scope,original_choice_count,current_choice_count,original_japanese,current_korean
21/S2045.DAT:48F94,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=37; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>やつっりいいや。",<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>그만      
21/S2045.DAT:49006,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=38; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,4,4,"<CTRL:E5:03>ストーンサークル
<CTRL:E5:03>リングの位置設定
<CTRL:E5:03>召喚獣
<CTRL:E5:03>次のページ",<CTRL:E503>스톤 서클 |<CTRL:E503>링 위치 설정  |<CTRL:E503>소환수 |<CTRL:E503>다음 페이지 
21/S2045.DAT:4907E,CONFIRMED_DEFECT,MEDIUM,"Original glyphs say ヒートウォール (Heat Wall), but current menu says 키토우올. Main skill_name29 is 히트 월. Original heat spell name was misread and its tutorial menu no longer matches the selectable skill.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=39; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ポコの楽器
<CTRL:E5:03>闘技場
<CTRL:E5:03>キートウオール
<CTRL:E5:03>次のページ",<CTRL:E503>포코의 악기|<CTRL:E503>투기장|<CTRL:E503>키토우올    |<CTRL:E503>다음 페이지 
21/S2045.DAT:490F0,CONFIRMED_DEFECT,MEDIUM,Same equipment きぬのおび is 비단 띠 here versus equipment_name4 비단 허리띠. Cross-UI item name inconsistency; do not alter its mechanics.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=40; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Review proposal and consistent terminology before any canonical/game modification,choice_or_quiz,4,4,"<CTRL:E5:03>ラマダ寺の修行
<CTRL:E5:03>ロマンシングストーン
<CTRL:E5:03>アクセサリー<G:90>きぬのおび<G:89>
<CTRL:E5:03>やつっりいいや。",<CTRL:E503>라마다사 수행 |<CTRL:E503>로맨싱 스톤 |<CTRL:E503>장신구 비단 띠    |<CTRL:E503>그만      
22/S2046.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=41; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
22/S2046.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=42; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
22/S2046.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=43; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
22/S2046.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=44; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
22/S2046.DAT:49102,ACCEPTABLE_ABBREVIATION,LOW,Menu/dialogue/option shortened or paraphrased but reviewed action or distinction remains. Dialogue-style restoration requested by user should remain on editorial follow-up; this is not approval to retain all phrasing.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=45; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"<CTRL:E5:03>出発する
<CTRL:E5:03>出発しない",<CTRL:E503>출발 |<CTRL:E503>그만   
22/S2047.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=46; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
22/S2047.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=47; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
22/S2047.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=48; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
22/S2047.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=49; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3011.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=50; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
31/S3011.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=51; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3011.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=52; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3011.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=53; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3012.DAT:47D5A,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=54; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>値ひれ究投ミ恵<CTRL:E6:00><CTRL:E5:02>場ふ究投ミ恵<CTRL:E6:00><CTRL:E5:02>年 が精ん<CTRL:E6:00><CTRL:E5:02>もー出っん<CTRL:E6:00>,<CTRL:E502> 뒤    제<CTRL:E600><CTRL:E502>자십   제<CTRL:E600><CTRL:E502>운어러의 <CTRL:E600><CTRL:E502> 스은오 <CTRL:E600>
31/S3012.DAT:47DD4,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=55; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>じ者ひれ話空<CTRL:E6:00><CTRL:E5:02>運き臣まぼ話空<CTRL:E6:00><CTRL:E5:02>フダレねま負話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 면뒤 거 <CTRL:E600><CTRL:E502> 덕요드변거 <CTRL:E600><CTRL:E502>심여스도드 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3012.DAT:47E2C,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=56; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,4,4,<CTRL:E5:02>れどどめじ話空<CTRL:E6:00><CTRL:E5:02>れひヴまねコ話空<CTRL:E6:00><CTRL:E5:02>必ま直き話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느느고 거 <CTRL:E600><CTRL:E502> 뒤라드도토거 <CTRL:E600><CTRL:E502> 드 덕거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3012.DAT:47E86,NEEDS_SOURCE_CONFIRMATION,MEDIUM,Original E502 family is already nonsensical under original COMM glyphs; alternate consumer/codebook or obsolete data must be resolved before calling it valid prose or safe nontext. No inferred translation proposed.,"Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=57; original catalog sources=['story_corpus', 'script_original_full']",Original glyph/caller/VM confirmation required,choice_or_quiz,2,2,<CTRL:E5:02>はどま受金話空<CTRL:E6:00><CTRL:E5:02>解い装ま火<CTRL:E6:00>,<CTRL:E502> 느드두 거 <CTRL:E600><CTRL:E502>대  드 <CTRL:E600>
31/S3012.DAT:47FF0,PASS_SEMANTIC,NONE,"Directly compared original/current meaning; no material choice direction, count, target or action change identified. Runtime branch/geometry approval is separate.","Actual V375 decoded via E2 BankA/BankB; original/current bytes in dat_ui_candidates.csv; index=58; original catalog sources=['story_corpus', 'script_original_full', 'story_all_choices_v21_translation.csv']",Runtime selection/effect/geometry validation separate,choice_or_quiz,2,2,"チョピン 
何か私でお力になれるこはありますか？
<CTRL:E5:03>ベつにない。
<CTRL:E5:03>ちょつと教えてほしい。",초핀: |제가 도와드릴 일이 있습니까? |<CTRL:E503>없어     |<CTRL:E503>좀 물어보고 싶어  
